,Student ID,Course,Term Code,Earned Academic Credit,Final Letter Grade Group,Final Letter Grade,GPA Quality Points
191,8295941,ISA235,202210,Y,A,A+,4
192,8295880,ACC221,202110,Y,A,A-,3.7
193,8295880,BUS104,202010,Y,C,C+,2.3
194,8295880,CSE148,202020,Y,A,A,4
195,8295880,ECO201,202120,Y,B,B,3
196,8295880,FIN301,202130,Y,B,B,3
197,8295880,ISA235,202110,Y,A,A-,3.7
198,8295880,MGT291,202120,Y,B,B+,3.3
199,8295624,ACC221,202020,Y,A,A,4
200,8295624,BUS104,202010,Y,A,A,4
201,8295624,CSE148,202020,Y,A,A,4
202,8295624,ECO201,202020,Y,A,A+,4
203,8295624,FIN301,202110,Y,A,A-,3.7
204,8295624,ISA225,202110,Y,A,A,4
205,8295624,ISA235,202120,Y,A,A+,4
206,8295624,MGT291,202120,Y,A,A,4
207,8295572,ACC221,202110,Y,A,A,4
208,8295572,BUS104,202020,Y,A,A-,3.7
209,8295572,CSE148,202010,Y,A,A-,3.7
210,8295572,ECO201,202020,Y,A,A-,3.7
211,8295572,FIN301,202310,Y,A,A,4
212,8295572,ISA225,202110,Y,A,A-,3.7
213,8295572,MGT291,202120,Y,A,A,4
214,8295572,MTH151,202010,Y,B,B+,3.3
215,8295547,MTH151,202010,Y,A,A,4
216,8295511,ACC221,202020,Y,A,A,4
217,8295511,BUS104,202010,Y,A,A,4
218,8295511,FIN301,202215,Y,A,A-,3.7
219,8295511,ISA225,202120,Y,A,A-,3.7
220,8295511,ISA235,202120,Y,A,A,4
221,8295511,MGT291,202110,Y,A,A+,4
222,8295458,BUS104,202010,Y,A,A-,3.7
223,8295458,ECO201,202020,Y,A,A-,3.7
224,8295097,ACC221,202010,Y,A,A-,3.7
225,8295097,BUS104,202010,Y,A,A-,3.7
226,8295097,ECO201,202110,Y,A,A-,3.7
227,8295097,FIN301,202210,Y,A,A,4
228,8295097,ISA225,202110,Y,A,A-,3.7
229,8295097,ISA235,202120,Y,A,A-,3.7
230,8295097,MGT291,202110,Y,A,A,4
231,8294785,ISA235,202020,Y,A,A-,3.7
232,8294677,ACC221,202020,Y,A,A,4
233,8294677,BUS104,202010,Y,A,A,4
234,8294677,CSE148,202020,Y,A,A+,4
235,8294677,FIN301,202110,Y,A,A,4
236,8294677,ISA225,202020,Y,A,A,4
237,8294677,ISA235,202110,Y,B,B+,3.3
238,8294607,ACC221,202010,Y,A,A-,3.7
239,8294607,BUS104,202010,Y,A,A-,3.7
240,8294607,CSE148,202020,Y,A,A,4
241,8294607,FIN301,202110,Y,A,A,4
242,8294607,ISA225,202030,Y,A,A+,4
243,8294607,ISA235,202110,Y,A,A+,4
244,8294533,BUS104,202020,Y,A,A,4
245,8294533,CSE148,202010,Y,A,A,4
246,8294533,ECO201,202020,Y,A,A,4
247,8294533,FIN301,202210,Y,B,B-,2.7
248,8294533,ISA225,202110,Y,A,A,4
249,8294533,ISA235,202120,Y,A,A-,3.7
250,8294533,MGT291,202120,Y,A,A,4
251,8294533,MGT295,202310,Y,A,A,4
252,8294329,ACC221,202120,Y,B,B+,3.3
253,8294329,BUS104,202020,Y,B,B-,2.7
254,8294329,CSE148,202010,Y,C,C-,1.7
255,8294329,FIN301,202310,Y,B,B+,3.3
256,8294329,ISA225,202210,Y,B,B-,2.7
257,8294329,ISA235,202120,Y,B,B,3
258,8294329,MGT291,202210,Y,B,B,3
259,8294329,MTH151,202010,Y,B,B,3
260,8294324,ACC221,202020,Y,A,A-,3.7
261,8294324,BUS104,202010,Y,A,A,4
262,8294324,CSE148,202015,Y,A,A,4
263,8294324,FIN301,202120,Y,A,A,4
264,8294324,ISA225,202020,Y,A,A,4
265,8294324,ISA235,202110,Y,A,A-,3.7
266,8294324,MGT291,202120,Y,A,A-,3.7
267,8294257,ACC221,202010,Y,B,B+,3.3
268,8294257,BUS104,202010,Y,A,A,4
269,8294257,CSE148,202020,Y,A,A,4
270,8294257,FIN301,202320,Y,C,C+,2.3
271,8294257,ISA235,202110,Y,B,B,3
272,8294257,MGT291,202110,Y,A,A,4
273,8294241,ACC221,202010,Y,B,B+,3.3
274,8294241,BUS104,202010,Y,A,A-,3.7
275,8294241,CSE148,202020,Y,A,A+,4
276,8294241,ECO201,202020,Y,A,A,4
277,8294241,FIN301,202110,Y,A,A,4
278,8294241,ISA225,202110,Y,A,A+,4
279,8294241,ISA235,202120,Y,A,A,4
280,8294241,MGT291,202110,Y,A,A,4
281,8293990,ACC221,202015,Y,B,B,3
282,8293990,BUS104,202010,Y,B,B+,3.3
283,8293990,CSE148,202020,Y,A,A,4
284,8293990,FIN301,202110,Y,B,B,3
285,8293990,ISA225,202020,Y,A,A-,3.7
286,8293990,ISA235,202110,Y,A,A-,3.7
287,8293990,MGT291,202210,Y,A,A,4
288,8293789,ISA225,202220,Y,A,A,4
289,8293617,ISA225,202110,Y,B,B-,2.7
290,8293617,ISA235,202120,Y,B,B,3
291,8293553,ACC221,202020,Y,A,A-,3.7
292,8293553,BUS104,202010,Y,A,A-,3.7
293,8293553,CSE148,202020,Y,A,A,4
294,8293553,ECO201,202010,Y,B,B,3
295,8293553,FIN301,202120,Y,A,A-,3.7
296,8293553,ISA225,202110,Y,A,A,4
297,8293553,ISA235,202120,Y,A,A,4
298,8293553,MGT291,202120,Y,A,A,4
299,8292769,BUS104,202020,Y,A,A-,3.7
300,8292769,CSE148,202010,Y,B,B+,3.3
301,8292769,FIN301,202120,Y,A,A,4
302,8292769,ISA125,202120,Y,B,B,3
303,8292769,ISA225,202210,Y,B,B,3
304,8292769,ISA235,202210,Y,B,B+,3.3
305,8292769,MGT291,202220,Y,B,B,3
306,8292769,MTH151,202010,Y,A,A-,3.7
307,8292484,ACC221,202020,Y,A,A,4
308,8292484,BUS104,202020,Y,A,A-,3.7
309,8292484,CSE148,202010,Y,A,A,4
310,8292484,ECO201,202120,Y,A,A-,3.7
311,8292484,FIN301,202220,Y,A,A-,3.7
312,8292484,ISA125,202110,Y,A,A,4
313,8292484,ISA225,202120,Y,A,A,4
314,8292484,ISA235,202110,Y,A,A-,3.7
315,8292484,MGT291,202110,Y,A,A-,3.7
316,8292484,MTH151,202010,Y,A,A,4
317,8292446,ACC221,202020,Y,A,A,4
318,8292446,BUS104,202010,Y,A,A,4
319,8292446,CSE148,202020,Y,A,A-,3.7
320,8292446,ECO201,202120,Y,B,B,3
321,8292446,FIN301,202220,Y,B,B,3
322,8292446,ISA125,202110,Y,B,B,3
323,8292446,ISA225,202210,Y,A,A+,4
324,8292446,ISA235,202120,Y,A,A-,3.7
325,8292446,MGT291,202220,Y,B,B,3
326,8292446,MGT295,202310,Y,A,A,4
327,8292442,ACC221,202110,Y,A,A,4
328,8292442,BUS104,202020,Y,A,A-,3.7
329,8292442,CSE148,202010,Y,A,A,4
330,8292442,ECO201,202110,Y,A,A,4
331,8292442,FIN301,202220,Y,A,A,4
332,8292442,ISA125,202020,Y,B,B+,3.3
333,8292442,ISA225,202210,Y,A,A,4
334,8292442,ISA235,202120,Y,A,A+,4
335,8292442,MGT291,202315,Y,A,A-,3.7
336,8292442,MTH151,202010,Y,A,A,4
337,8292332,ACC221,202020,Y,A,A-,3.7
338,8292332,BUS104,202010,Y,B,B-,2.7
339,8292332,CSE148,202020,Y,B,B-,2.7
340,8292332,ECO201,202110,Y,B,B+,3.3
341,8292332,FIN301,202120,Y,A,A,4
342,8292332,ISA125,202110,Y,A,A-,3.7
343,8292332,ISA225,202120,Y,A,A+,4
344,8292332,ISA235,202210,Y,A,A,4
345,8292332,MGT291,202210,Y,A,A-,3.7
346,8292332,MTH151,202010,Y,C,C-,1.7
347,8292225,ACC221,202020,Y,B,B,3
348,8292225,BUS104,202010,Y,A,A-,3.7
349,8292225,CSE148,202020,Y,C,C,2
350,8292225,ECO201,202030,Y,A,A,4
351,8292225,FIN301,202110,Y,B,B,3
352,8292225,ISA225,202110,Y,B,B,3
353,8292225,ISA235,202120,Y,B,B+,3.3
354,8292225,MGT291,202210,Y,A,A,4
355,8292223,ACC221,202110,Y,B,B+,3.3
356,8292223,BUS104,202010,Y,B,B,3
357,8292223,CSE148,202020,Y,A,A-,3.7
358,8292223,ECO201,202120,Y,B,B-,2.7
359,8292223,FIN301,202130,Y,B,B-,2.7
360,8292223,ISA235,202110,Y,B,B+,3.3
361,8292130,ACC221,202020,Y,B,B+,3.3
362,8292130,BUS104,202010,Y,B,B,3
363,8292130,CSE148,202020,Y,A,A,4
364,8292130,FIN301,202120,Y,B,B+,3.3
365,8292130,ISA125,202120,Y,A,A,4
366,8292130,ISA225,202210,Y,A,A,4
367,8292130,ISA235,202110,Y,B,B+,3.3
368,8292130,MGT291,202120,Y,A,A+,4
369,8291591,ACC221,202010,Y,B,B+,3.3
370,8291591,BUS104,202010,Y,A,A-,3.7
371,8291591,CSE148,202020,Y,A,A,4
372,8291591,ISA225,202020,Y,A,A+,4
373,8291591,ISA235,202120,Y,B,B,3
374,8291591,MGT291,202220,Y,A,A,4
375,8291384,ACC221,202010,Y,B,B+,3.3
376,8291384,BUS104,202010,Y,B,B+,3.3
377,8291384,CSE148,202020,Y,B,B-,2.7
378,8291384,FIN301,202220,Y,B,B+,3.3
379,8291384,ISA225,202020,Y,A,A,4
380,8291384,ISA235,202110,Y,B,B,3
381,8291384,MGT291,202220,Y,B,B,3
382,8291190,ACC221,202010,Y,A,A-,3.7
383,8291190,BUS104,202010,Y,A,A,4
384,8291190,CSE148,202020,Y,A,A,4
385,8291190,ECO201,202020,Y,A,A-,3.7
386,8291190,FIN301,202110,Y,A,A-,3.7
387,8291190,ISA225,202110,Y,A,A,4
388,8291190,ISA235,202120,Y,B,B+,3.3
389,8291190,MGT291,202120,Y,A,A,4
390,8290855,BUS104,202020,Y,B,B,3
391,8290855,FIN301,202310,Y,B,B,3
392,8290855,ISA125,202110,Y,B,B,3
393,8290855,ISA225,202120,Y,A,A-,3.7
394,8290855,ISA235,202120,Y,B,B,3
395,8290855,MGT291,202210,Y,A,A-,3.7
396,8290855,MTH151,202010,Y,B,B,3
397,8290707,BUS104,202010,Y,B,B+,3.3
398,8290707,ECO201,202110,Y,A,A-,3.7
399,8290707,FIN301,202120,Y,B,B,3
400,8290707,MGT291,202120,Y,B,B,3
401,8290339,BUS104,202020,Y,B,B,3
402,8290339,CSE148,202010,Y,B,B-,2.7
403,8290339,ECO201,202020,Y,A,A-,3.7
404,8290339,FIN301,202120,Y,B,B+,3.3
405,8290339,ISA125,202110,Y,A,A-,3.7
406,8290339,ISA225,202120,Y,A,A-,3.7
407,8290339,ISA235,202130,Y,A,A+,4
408,8290339,MGT291,202210,Y,A,A,4
409,8290276,ACC221,202020,Y,A,A,4
410,8290276,BUS104,202010,Y,A,A,4
411,8290276,CSE148,202020,Y,A,A,4
412,8290276,FIN301,202120,Y,A,A,4
413,8290276,ISA225,202020,Y,A,A,4
414,8290276,ISA235,202110,Y,A,A-,3.7
415,8290276,MGT291,202120,Y,A,A,4
416,8290276,MTH151,202010,Y,A,A,4
417,8290249,CSE148,202120,Y,B,B+,3.3
418,8290249,ISA225,202210,Y,B,B-,2.7
419,8290249,ISA235,202130,Y,B,B+,3.3
420,8290223,ACC221,202020,Y,B,B-,2.7
421,8290223,BUS104,202010,Y,C,C+,2.3
422,8290223,ECO201,202120,Y,D,D,1
423,8290223,FIN301,202210,Y,B,B+,3.3
424,8290223,ISA225,202120,Y,B,B-,2.7
425,8290223,ISA235,202210,Y,B,B,3
426,8290223,MGT291,202220,N,F,F,0
427,8290223,NA,202320,Y,B,B+,3.3
428,8290223,MGT295,202310,Y,B,B-,2.7
429,8290209,ACC221,202020,Y,A,A,4
430,8290209,BUS104,202020,Y,A,A,4
431,8290209,CSE148,202010,Y,A,A,4
432,8290209,FIN301,202310,Y,A,A,4
433,8290209,ISA125,202110,Y,A,A-,3.7
434,8290209,ISA225,202120,Y,A,A+,4
435,8290209,ISA235,202120,Y,B,B+,3.3
436,8290209,MGT291,202120,Y,A,A,4
437,8290209,MTH151,202010,Y,A,A,4
438,8290179,ACC221,202110,Y,D,D,1
439,8290179,NA,202130,Y,C,C,2
440,8290179,BUS104,202020,Y,B,B-,2.7
441,8290179,CSE148,202010,Y,C,C+,2.3
442,8290179,ECO201,202110,Y,D,D,1
443,8290179,NA,202130,Y,C,C+,2.3
444,8290179,FIN301,202210,Y,D,D,1
445,8290179,ISA125,202110,Y,C,C,2
446,8290179,ISA225,202210,Y,B,B,3
447,8290179,ISA235,202120,Y,C,C,2
448,8290179,MGT291,202220,Y,A,A-,3.7
449,8290179,MTH151,202010,Y,B,B,3
450,8290050,ECO201,202110,Y,A,A-,3.7
451,8290050,ISA225,202120,Y,A,A,4
452,8289855,ACC221,202020,Y,B,B+,3.3
453,8289855,BUS104,202010,Y,A,A,4
454,8289855,CSE148,202020,Y,A,A,4
455,8289855,ECO201,202020,Y,A,A,4
456,8289855,FIN301,202120,Y,A,A-,3.7
457,8289855,ISA225,202110,Y,B,B+,3.3
458,8289855,MGT291,202220,Y,A,A-,3.7
459,8289847,ACC221,202020,Y,B,B,3
460,8289847,BUS104,202020,Y,B,B,3
461,8289847,CSE148,202010,Y,A,A,4
462,8289847,FIN301,202210,Y,B,B-,2.7
463,8289847,ISA225,202120,Y,B,B,3
464,8289847,ISA235,202110,Y,B,B,3
465,8289847,MGT291,202110,Y,A,A-,3.7
466,8289847,MTH151,202010,Y,B,B+,3.3
467,8289763,ACC221,202010,Y,C,C,2
468,8289763,BUS104,202020,Y,A,A-,3.7
469,8289763,CSE148,202015,Y,B,B+,3.3
470,8289763,FIN301,202120,Y,B,B,3
471,8289763,ISA125,202020,Y,B,B,3
472,8289763,ISA235,202120,Y,B,B+,3.3
473,8289763,MGT291,202120,Y,B,B,3
474,8289645,ACC221,202020,Y,A,A,4
475,8289645,BUS104,202010,Y,A,A,4
476,8289645,CSE148,202020,Y,A,A+,4
477,8289645,FIN301,202120,Y,A,A,4
478,8289645,ISA225,202010,Y,B,B,3
479,8289645,ISA235,202110,Y,A,A,4
480,8289645,MGT291,202120,Y,A,A-,3.7
481,8289349,ACC221,202020,Y,B,B-,2.7
482,8289349,BUS104,202010,Y,B,B+,3.3
483,8289349,CSE148,202020,Y,A,A-,3.7
484,8289349,ECO201,202010,Y,B,B,3
485,8289349,FIN301,202110,Y,B,B-,2.7
486,8289349,ISA225,202020,Y,B,B,3
487,8289349,ISA235,202110,Y,B,B-,2.7
488,8289349,MGT291,202120,Y,B,B+,3.3
489,8289309,ACC221,202020,Y,A,A,4
490,8289309,BUS104,202010,Y,A,A-,3.7
491,8289309,CSE148,202020,Y,A,A,4
492,8289309,FIN301,202030,Y,A,A,4
493,8289309,ISA225,202120,Y,A,A-,3.7
494,8289309,ISA235,202110,Y,A,A+,4
495,8289309,MGT291,202220,Y,A,A+,4
496,8289309,MGT295,202320,Y,A,A,4
497,8289113,ACC221,202010,Y,A,A,4
498,8289113,BUS104,202010,Y,A,A-,3.7
499,8289113,CSE148,202020,Y,A,A,4
500,8289113,ECO201,202020,Y,A,A,4
501,8289113,FIN301,202210,Y,A,A,4
502,8289113,ISA125,202110,Y,A,A,4
503,8289113,ISA225,202120,Y,A,A,4
504,8289113,ISA235,202110,Y,A,A,4
505,8289113,MGT291,202110,Y,A,A+,4
506,8288960,ACC221,202010,Y,A,A,4
507,8288960,BUS104,202010,Y,A,A,4
508,8288960,CSE148,202020,Y,A,A,4
509,8288960,ECO201,202110,Y,A,A,4
510,8288960,FIN301,202220,Y,A,A,4
511,8288960,ISA125,202110,Y,A,A,4
512,8288960,ISA225,202120,Y,B,B,3
513,8288960,MGT291,202210,Y,A,A,4
514,8288780,ACC221,202010,Y,B,B+,3.3
515,8288780,BUS104,202010,Y,A,A,4
516,8288780,CSE148,202020,Y,A,A,4
517,8288780,FIN301,202110,Y,A,A,4
518,8288780,ISA225,202020,Y,A,A,4
519,8288780,ISA235,202110,Y,A,A-,3.7
520,8288780,MGT291,202220,Y,A,A+,4
521,8288701,BUS104,202010,Y,A,A,4
522,8288701,CSE148,202020,Y,A,A,4
523,8288701,FIN301,202110,Y,A,A-,3.7
524,8288701,ISA225,202110,Y,A,A,4
525,8288701,ISA235,202030,Y,A,A-,3.7
526,8288701,MGT291,202120,Y,A,A-,3.7
527,8288502,CSE148,202010,Y,C,C-,1.7
528,8288502,ECO201,202115,Y,A,A,4
529,8288502,FIN301,202120,Y,C,C-,1.7
530,8288502,ISA225,202130,Y,C,C-,1.7
531,8288502,ISA235,202110,Y,B,B,3
532,8288502,MGT291,202215,Y,B,B+,3.3
533,8288383,ACC221,202020,Y,A,A,4
534,8288383,BUS104,202010,Y,A,A,4
535,8288383,CSE148,202020,Y,A,A+,4
536,8288383,ECO201,202110,Y,A,A,4
537,8288383,FIN301,202120,Y,A,A,4
538,8288383,ISA235,202110,Y,A,A,4
539,8288383,MGT291,202030,Y,A,A+,4
540,8288383,MGT295,202310,Y,A,A,4
541,8288286,ACC221,202120,Y,B,B+,3.3
542,8288286,BUS104,202020,Y,B,B,3
543,8288286,CSE148,202010,Y,B,B,3
544,8288286,FIN301,202220,Y,C,C+,2.3
545,8288286,ISA235,202120,Y,B,B-,2.7
546,8288286,MGT291,202210,Y,A,A,4
547,8288286,MTH151,202010,Y,B,B-,2.7
548,8288226,ACC221,202110,Y,C,C,2
549,8288226,CSE148,202010,Y,B,B-,2.7
550,8288226,FIN301,202220,Y,B,B-,2.7
551,8288226,ISA125,202120,Y,C,C,2
552,8288226,ISA225,202220,Y,C,C+,2.3
553,8288226,ISA235,202210,Y,A,A-,3.7
554,8288226,MGT291,202210,Y,C,C-,1.7
555,8288226,MGT295,202310,Y,B,B,3
556,8288125,ACC221,202020,Y,B,B+,3.3
557,8288125,BUS104,202020,Y,B,B+,3.3
558,8288125,CSE148,202010,Y,B,B+,3.3
559,8288125,ECO201,202120,Y,B,B+,3.3
560,8288125,FIN301,202210,Y,B,B+,3.3
561,8288125,ISA225,202210,Y,C,C+,2.3
562,8288125,ISA235,202120,Y,A,A,4
563,8288125,MGT291,202120,Y,A,A,4
564,8288018,ACC221,202110,Y,B,B,3
565,8288018,BUS104,202020,Y,B,B,3
566,8288018,CSE148,202010,Y,C,C+,2.3
567,8288018,FIN301,202120,Y,B,B,3
568,8288018,ISA235,202210,Y,B,B,3
569,8288018,MGT291,202120,Y,B,B-,2.7
570,8288018,MTH151,202010,Y,A,A,4
571,8287951,ACC221,202120,Y,B,B,3
572,8287951,BUS104,202010,Y,B,B+,3.3
